timestamp,time_seq,voltage,current,frequency,power
2025-07-13T16:14:42.511730,55,-3.1,-5.49,50.0,17
2025-07-13T16:14:42.511901,56,0.9,-5.43,50.0,-5
2025-07-13T16:14:42.512052,57,-3.1,-5.56,50.0,17
2025-07-13T16:14:42.512190,58,1.9,-5.58,50.0,-10
2025-07-13T16:14:42.512327,59,-2.5,-5.6,50.0,14
2025-07-13T16:14:42.512462,60,-1.6,-5.53,50.0,9
2025-07-13T16:14:42.512610,61,1.9,-5.63,50.0,-11
2025-07-13T16:14:42.512745,62,-1.6,-5.45,50.0,8
2025-07-13T16:14:43.190839,52,-0.9,-5.62,50.0,5
2025-07-13T16:14:43.191219,53,-1.6,-5.5,50.0,9
2025-07-13T16:14:43.191419,54,-0.9,-5.45,50.0,5
2025-07-13T16:14:43.191590,55,1.6,-5.47,50.0,-8
2025-07-13T16:14:43.191735,56,-3.1,-5.49,50.0,17
2025-07-13T16:14:43.191874,57,0.9,-5.43,50.0,-5
2025-07-13T16:14:43.191997,58,-3.1,-5.56,50.0,17
2025-07-13T16:14:43.192066,59,1.9,-5.58,50.0,-10
2025-07-13T16:14:43.192231,60,-2.5,-5.6,50.0,14
2025-07-13T16:14:43.192290,61,-1.6,-5.53,50.0,9
2025-07-13T16:14:43.192413,62,1.9,-5.63,50.0,-11
2025-07-13T16:14:43.192545,63,-1.6,-5.45,50.0,8
2025-07-13T16:14:43.192669,64,1.9,-5.48,50.0,-10
2025-07-13T16:14:44.110736,65,2.5,-5.56,50.0,-14
2025-07-13T16:14:44.111285,66,-1.6,-5.46,50.0,9
2025-07-13T16:14:44.111673,67,2.5,-5.55,50.0,-14
2025-07-13T16:14:44.111897,68,3.1,-5.56,50.0,-17
2025-07-13T16:14:44.112080,69,-2.2,-5.53,50.0,12
2025-07-13T16:14:44.112272,70,1.6,-5.6,50.0,-9
2025-07-13T16:14:44.112449,71,-0.6,-5.44,50.0,3
2025-07-13T16:14:44.112649,72,1.9,-5.53,50.0,-10
2025-07-13T16:14:44.112837,73,2.2,-5.61,50.0,-12
2025-07-13T16:14:44.113006,74,-0.6,-5.64,50.0,3
2025-07-13T16:14:44.113193,75,0.3,-5.45,50.0,-2
2025-07-13T16:14:44.113410,76,1.2,-5.51,50.0,-7
2025-07-13T16:14:44.113602,77,1.9,-5.49,50.0,-10
2025-07-13T16:14:44.455934,77,0.3,-5.47,50.0,-2
2025-07-13T16:14:44.456249,78,0.6,-5.47,50.0,-3
2025-07-13T16:14:44.456403,79,-2.2,-5.51,50.0,12
2025-07-13T16:14:44.456550,80,2.2,-5.53,50.0,-12
2025-07-13T16:14:44.456720,81,-0.3,-5.48,50.0,2
2025-07-13T16:14:44.456866,82,-3.1,-5.48,50.0,17
2025-07-13T16:14:44.457006,83,2.2,-5.51,50.0,-12
2025-07-13T16:14:44.457179,84,-1.5,-5.65,50.0,9
2025-07-13T16:14:44.457349,85,-2.8,-5.49,50.0,15
2025-07-13T16:14:44.457491,86,2.5,-5.63,50.0,-14
2025-07-13T16:14:44.457649,87,2.2,-5.59,50.0,-12
2025-07-13T16:14:44.457796,88,-0.3,-5.45,50.0,2
2025-07-13T16:14:45.035727,78,0.3,-5.47,50.0,-2
2025-07-13T16:14:45.036038,79,0.6,-5.47,50.0,-3
2025-07-13T16:14:45.036190,80,-2.2,-5.51,50.0,12
2025-07-13T16:14:45.036324,81,2.2,-5.53,50.0,-12
2025-07-13T16:14:45.036464,82,-0.3,-5.48,50.0,2
2025-07-13T16:14:45.036610,83,-3.1,-5.48,50.0,17
2025-07-13T16:14:45.036752,84,2.2,-5.51,50.0,-12
2025-07-13T16:14:45.036893,85,-1.5,-5.65,50.0,9
2025-07-13T16:14:45.037012,86,-2.8,-5.49,50.0,15
2025-07-13T16:14:45.037182,87,2.5,-5.63,50.0,-14
2025-07-13T16:14:45.037335,88,2.2,-5.59,50.0,-12
2025-07-13T16:14:45.037477,89,-0.3,-5.45,50.0,2
2025-07-13T16:14:45.037625,90,-0.3,-5.55,50.0,2
2025-07-13T16:14:45.370969,90,1.9,-5.47,50.0,-10
2025-07-13T16:14:45.371289,91,2.5,-5.47,50.0,-14
2025-07-13T16:14:45.371460,92,-1.9,-5.52,50.0,10
2025-07-13T16:14:45.371631,93,0.0,-5.65,50.0,0
2025-07-13T16:14:45.371836,94,-0.3,-5.54,50.0,2
2025-07-13T16:14:45.372039,95,1.6,-5.46,50.0,-9
2025-07-13T16:14:45.372193,96,3.1,-5.5,50.0,-17
2025-07-13T16:14:45.372335,97,0.0,-5.51,50.0,0
2025-07-13T16:14:45.372482,98,-2.8,-5.57,50.0,16
2025-07-13T16:14:45.372639,99,-2.5,-5.47,50.0,14
2025-07-13T16:14:45.372792,100,-0.9,-5.48,50.0,5
2025-07-13T16:14:45.373033,101,-3.1,-5.63,50.0,18
2025-07-13T16:14:45.951268,91,1.9,-5.47,50.0,-10
2025-07-13T16:14:45.951542,92,2.5,-5.47,50.0,-14
2025-07-13T16:14:45.951728,93,-1.9,-5.52,50.0,10
2025-07-13T16:14:45.951877,94,0.0,-5.65,50.0,0
2025-07-13T16:14:45.951996,95,-0.3,-5.54,50.0,2
2025-07-13T16:14:45.952111,96,1.6,-5.46,50.0,-9
2025-07-13T16:14:45.952239,97,3.1,-5.5,50.0,-17
2025-07-13T16:14:45.952375,98,0.0,-5.51,50.0,0
2025-07-13T16:14:45.952502,99,-2.8,-5.57,50.0,16
2025-07-13T16:14:45.952648,100,-2.5,-5.47,50.0,14
2025-07-13T16:14:45.952778,101,-0.9,-5.48,50.0,5
2025-07-13T16:14:45.952889,102,-3.1,-5.63,50.0,18
2025-07-13T16:14:45.953002,103,-3.1,-5.47,50.0,17
2025-07-13T16:14:46.893928,104,1.9,-5.59,50.0,-11
2025-07-13T16:14:46.894245,105,-1.9,-5.65,50.0,11
2025-07-13T16:14:46.894400,106,-0.6,-5.66,50.0,3
2025-07-13T16:14:46.894540,107,-0.6,-5.62,50.0,3
2025-07-13T16:14:46.894665,108,-0.0,-5.66,50.0,0
2025-07-13T16:14:46.894801,109,2.2,-5.52,50.0,-12
2025-07-13T16:14:46.894947,110,-2.5,-5.53,50.0,14
2025-07-13T16:14:46.895074,111,0.0,-5.58,50.0,0
2025-07-13T16:14:46.895201,112,-1.2,-5.65,50.0,7
2025-07-13T16:14:46.895325,113,0.9,-5.51,50.0,-5
2025-07-13T16:14:46.895446,114,1.3,-5.49,50.0,-7
2025-07-13T16:14:46.895567,115,-2.8,-5.66,50.0,16
2025-07-13T16:14:46.895709,116,2.2,-5.47,50.0,-12
2025-07-13T16:14:47.806762,117,-1.6,-5.5,50.0,9
2025-07-13T16:14:47.807056,118,-1.6,-5.49,50.0,9
2025-07-13T16:14:47.807227,119,1.6,-5.52,50.0,-9
2025-07-13T16:14:47.807365,120,0.3,-5.66,50.0,-2
2025-07-13T16:14:47.807477,121,-1.5,-5.58,50.0,9
2025-07-13T16:14:47.807597,122,0.6,-5.68,50.0,-4
2025-07-13T16:14:47.807742,123,2.2,-5.55,50.0,-12
2025-07-13T16:14:47.807874,124,-0.6,-5.59,50.0,3
2025-07-13T16:14:47.808001,125,3.1,-5.55,50.0,-17
2025-07-13T16:14:47.808141,126,2.5,-5.49,50.0,-14
2025-07-13T16:14:47.808292,127,-0.9,-5.53,50.0,5
2025-07-13T16:14:47.808414,128,1.2,-5.48,50.0,-7
2025-07-13T16:14:47.808532,129,-1.2,-5.52,50.0,7
2025-07-13T16:14:48.173773,129,0.0,-5.58,50.0,0
2025-07-13T16:14:48.173927,130,-2.2,-5.65,50.0,12
2025-07-13T16:14:48.174232,131,-2.2,-5.51,50.0,12
2025-07-13T16:14:48.174462,132,1.6,-5.55,50.0,-9
2025-07-13T16:14:48.174672,133,2.8,-5.62,50.0,-16
2025-07-13T16:14:48.174855,134,-1.9,-5.5,50.0,10
2025-07-13T16:14:48.175036,135,2.8,-5.57,50.0,-16
2025-07-13T16:14:48.175213,136,2.2,-5.63,50.0,-12
2025-07-13T16:14:48.175386,137,-2.2,-5.56,50.0,12
2025-07-13T16:14:48.175581,138,-0.9,-5.57,50.0,5
2025-07-13T16:14:48.175760,139,-0.6,-5.59,50.0,3
2025-07-13T16:14:48.175933,140,3.1,-5.6,50.0,-17
2025-07-13T16:14:48.741273,130,0.0,-5.58,50.0,0
2025-07-13T16:14:48.741408,131,-2.2,-5.65,50.0,12
2025-07-13T16:14:48.741450,132,-2.2,-5.51,50.0,12
2025-07-13T16:14:48.741486,133,1.6,-5.55,50.0,-9
2025-07-13T16:14:48.741517,134,2.8,-5.62,50.0,-16
2025-07-13T16:14:48.741556,135,-1.9,-5.5,50.0,10
2025-07-13T16:14:48.741584,136,2.8,-5.57,50.0,-16
2025-07-13T16:14:48.741610,137,2.2,-5.63,50.0,-12
2025-07-13T16:14:48.741637,138,-2.2,-5.56,50.0,12
2025-07-13T16:14:48.741663,139,-0.9,-5.57,50.0,5
2025-07-13T16:14:48.741690,140,-0.6,-5.59,50.0,3
2025-07-13T16:14:48.741720,141,3.1,-5.6,50.0,-17
2025-07-13T16:14:48.741747,142,2.2,-5.54,50.0,-12
2025-07-13T16:14:49.066435,142,-2.5,-5.63,50.0,14
2025-07-13T16:14:49.066676,143,0.3,-5.54,50.0,-2
2025-07-13T16:14:49.066769,144,-0.9,-5.53,50.0,5
2025-07-13T16:14:49.066833,145,0.0,-5.68,50.0,0
2025-07-13T16:14:49.066891,146,1.2,-5.65,50.0,-7
2025-07-13T16:14:49.066949,147,-1.9,-5.52,50.0,10
2025-07-13T16:14:49.067002,148,-1.2,-5.57,50.0,7
2025-07-13T16:14:49.067060,149,1.2,-5.52,50.0,-7
2025-07-13T16:14:49.067112,150,0.3,-5.58,50.0,-2
2025-07-13T16:14:49.067169,151,-0.6,-5.6,50.0,3
2025-07-13T16:14:49.067222,152,-0.6,-5.6,50.0,3
2025-07-13T16:14:49.067275,153,-1.9,-5.66,50.0,11
2025-07-13T16:14:49.658731,143,-2.5,-5.63,50.0,14
2025-07-13T16:14:49.658927,144,0.3,-5.54,50.0,-2
2025-07-13T16:14:49.659000,145,-0.9,-5.53,50.0,5
2025-07-13T16:14:49.659048,146,0.0,-5.68,50.0,0
2025-07-13T16:14:49.659092,147,1.2,-5.65,50.0,-7
2025-07-13T16:14:49.659153,148,-1.9,-5.52,50.0,10
2025-07-13T16:14:49.659210,149,-1.2,-5.57,50.0,7
2025-07-13T16:14:49.659253,150,1.2,-5.52,50.0,-7
2025-07-13T16:14:49.659293,151,0.3,-5.58,50.0,-2
2025-07-13T16:14:49.659333,152,-0.6,-5.6,50.0,3
2025-07-13T16:14:49.659376,153,-0.6,-5.6,50.0,3
2025-07-13T16:14:49.659415,154,-1.9,-5.66,50.0,11
2025-07-13T16:14:49.659459,155,2.2,-5.6,50.0,-12
2025-07-13T16:14:50.183714,155,-2.5,-5.69,50.0,14
2025-07-13T16:14:50.183847,156,-0.3,-5.67,50.0,2
2025-07-13T16:14:50.183937,157,2.5,-5.63,50.0,-14
2025-07-13T16:14:50.183991,158,-0.3,-5.69,50.0,2
2025-07-13T16:14:50.184035,159,-0.3,-5.59,50.0,2
2025-07-13T16:14:50.184083,160,-0.3,-5.53,50.0,2
2025-07-13T16:14:50.184129,161,-0.6,-5.71,50.0,3
2025-07-13T16:14:50.184171,162,3.1,-5.7,50.0,-18
2025-07-13T16:14:50.184216,163,-1.9,-5.66,50.0,11
2025-07-13T16:14:50.184261,164,-2.2,-5.61,50.0,12
2025-07-13T16:14:50.184303,165,2.8,-5.65,50.0,-16
2025-07-13T16:14:50.184344,166,2.8,-5.62,50.0,-16
2025-07-13T16:14:50.971390,156,-2.5,-5.69,50.0,14
2025-07-13T16:14:50.971695,157,-0.3,-5.67,50.0,2
2025-07-13T16:14:50.971916,158,2.5,-5.63,50.0,-14
2025-07-13T16:14:50.972129,159,-0.3,-5.69,50.0,2
2025-07-13T16:14:50.972300,160,-0.3,-5.59,50.0,2
2025-07-13T16:14:50.972432,161,-0.3,-5.53,50.0,2
2025-07-13T16:14:50.972580,162,-0.6,-5.71,50.0,3
2025-07-13T16:14:50.972762,163,3.1,-5.7,50.0,-18
2025-07-13T16:14:50.972927,164,-1.9,-5.66,50.0,11
2025-07-13T16:14:50.973067,165,-2.2,-5.61,50.0,12
2025-07-13T16:14:50.973267,166,2.8,-5.65,50.0,-16
2025-07-13T16:14:50.973408,167,2.8,-5.62,50.0,-16
2025-07-13T16:14:50.973531,168,-2.2,-5.57,50.0,12
2025-07-13T16:14:51.311326,168,-0.0,-5.59,50.0,0
2025-07-13T16:14:51.311605,169,0.0,-5.57,50.0,0
2025-07-13T16:14:51.311745,170,2.5,-5.69,50.0,-14
2025-07-13T16:14:51.311869,171,2.5,-5.63,50.0,-14
2025-07-13T16:14:51.311981,172,0.3,-5.66,50.0,-2
2025-07-13T16:14:51.312101,173,-1.6,-5.59,50.0,9
2025-07-13T16:14:51.312228,174,0.0,-5.59,50.0,0
2025-07-13T16:14:51.312349,175,1.9,-5.53,50.0,-10
2025-07-13T16:14:51.312470,176,0.9,-5.52,50.0,-5
2025-07-13T16:14:51.312600,177,0.9,-5.59,50.0,-5
2025-07-13T16:14:51.312720,178,-0.6,-5.53,50.0,3
2025-07-13T16:14:51.312844,179,3.1,-5.54,50.0,-17
2025-07-13T16:14:52.010635,169,-0.0,-5.59,50.0,0
2025-07-13T16:14:52.010958,170,0.0,-5.57,50.0,0
2025-07-13T16:14:52.011015,171,2.5,-5.69,50.0,-14
2025-07-13T16:14:52.011048,172,2.5,-5.63,50.0,-14
2025-07-13T16:14:52.011077,173,0.3,-5.66,50.0,-2
2025-07-13T16:14:52.011105,174,-1.6,-5.59,50.0,9
2025-07-13T16:14:52.011132,175,0.0,-5.59,50.0,0
2025-07-13T16:14:52.011158,176,1.9,-5.53,50.0,-10
2025-07-13T16:14:52.011185,177,0.9,-5.52,50.0,-5
2025-07-13T16:14:52.011211,178,0.9,-5.59,50.0,-5
2025-07-13T16:14:52.011237,179,-0.6,-5.53,50.0,3
2025-07-13T16:14:52.011263,180,3.1,-5.54,50.0,-17
2025-07-13T16:14:52.011297,181,-1.6,-5.59,50.0,9
2025-07-13T16:14:52.375820,181,-0.3,-5.59,50.0,2
2025-07-13T16:14:52.375964,182,-1.8,-5.61,50.0,10
2025-07-13T16:14:52.376014,183,2.2,-5.56,50.0,-12
2025-07-13T16:14:52.376050,184,2.8,-5.59,50.0,-16
2025-07-13T16:14:52.376083,185,-0.3,-5.59,50.0,2
2025-07-13T16:14:52.376116,186,1.0,-5.72,50.0,-5
2025-07-13T16:14:52.376148,187,-1.2,-5.59,50.0,7
2025-07-13T16:14:52.376179,188,-1.3,-5.68,50.0,7
2025-07-13T16:14:52.376211,189,-2.5,-5.69,50.0,14
2025-07-13T16:14:52.376250,190,-0.6,-5.54,50.0,3
2025-07-13T16:14:52.376293,191,3.1,-5.62,50.0,-18
2025-07-13T16:14:52.376325,192,-1.2,-5.6,50.0,7
2025-07-13T16:14:52.953958,182,-0.3,-5.59,50.0,2
2025-07-13T16:14:52.954257,183,-1.8,-5.61,50.0,10
2025-07-13T16:14:52.954403,184,2.2,-5.56,50.0,-12
2025-07-13T16:14:52.954447,185,2.8,-5.59,50.0,-16
2025-07-13T16:14:52.954482,186,-0.3,-5.59,50.0,2
2025-07-13T16:14:52.954516,187,1.0,-5.72,50.0,-5
2025-07-13T16:14:52.954559,188,-1.2,-5.59,50.0,7
2025-07-13T16:14:52.954592,189,-1.3,-5.68,50.0,7
2025-07-13T16:14:52.954654,190,-2.5,-5.69,50.0,14
2025-07-13T16:14:52.954700,191,-0.6,-5.54,50.0,3
2025-07-13T16:14:52.954743,192,3.1,-5.62,50.0,-18
2025-07-13T16:14:52.954784,193,-1.2,-5.6,50.0,7
2025-07-13T16:14:52.954827,194,2.8,-5.64,50.0,-16
2025-07-13T16:14:53.333838,194,0.6,-5.66,50.0,-4
2025-07-13T16:14:53.333979,195,-0.9,-5.65,50.0,5
2025-07-13T16:14:53.334024,196,2.2,-5.57,50.0,-12
2025-07-13T16:14:53.334394,197,-2.2,-5.74,50.0,12
2025-07-13T16:14:53.334462,198,-3.1,-5.57,50.0,17
2025-07-13T16:14:53.334508,199,-0.9,-5.7,50.0,5
2025-07-13T16:14:53.334564,200,-0.6,-5.7,50.0,3
2025-07-13T16:14:53.334607,201,1.3,-5.59,50.0,-7
2025-07-13T16:14:53.334648,202,-1.3,-5.6,50.0,7
2025-07-13T16:14:53.334688,203,2.8,-5.71,50.0,-16
2025-07-13T16:14:53.334728,204,3.1,-5.58,50.0,-17
2025-07-13T16:14:53.334768,205,-1.2,-5.74,50.0,7
2025-07-13T16:14:53.841301,195,0.6,-5.66,50.0,-4
2025-07-13T16:14:53.841714,196,-0.9,-5.65,50.0,5
2025-07-13T16:14:53.841937,197,2.2,-5.57,50.0,-12
2025-07-13T16:14:53.842096,198,-2.2,-5.74,50.0,12
2025-07-13T16:14:53.842296,199,-3.1,-5.57,50.0,17
2025-07-13T16:14:53.842489,200,-0.9,-5.7,50.0,5
2025-07-13T16:14:53.842672,201,-0.6,-5.7,50.0,3
2025-07-13T16:14:53.842838,202,1.3,-5.59,50.0,-7
2025-07-13T16:14:53.842986,203,-1.3,-5.6,50.0,7
2025-07-13T16:14:53.843146,204,2.8,-5.71,50.0,-16
2025-07-13T16:14:53.843285,205,3.1,-5.58,50.0,-17
2025-07-13T16:14:53.843434,206,-1.2,-5.74,50.0,7
2025-07-13T16:14:53.843590,207,-1.8,-5.64,50.0,10
2025-07-13T16:14:54.190885,207,1.9,-5.61,50.0,-11
2025-07-13T16:14:54.191265,208,1.9,-5.58,50.0,-11
2025-07-13T16:14:54.191462,209,1.9,-5.62,50.0,-11
2025-07-13T16:14:54.191653,210,-2.2,-5.64,50.0,12
2025-07-13T16:14:54.191881,211,-2.2,-5.75,50.0,13
2025-07-13T16:14:54.192116,212,-1.5,-5.63,50.0,9
2025-07-13T16:14:54.192319,213,-1.5,-5.56,50.0,9
2025-07-13T16:14:54.192487,214,0.3,-5.62,50.0,-2
2025-07-13T16:14:54.192560,215,-0.9,-5.76,50.0,5
2025-07-13T16:14:54.192596,216,-0.9,-5.73,50.0,5
2025-07-13T16:14:54.192798,217,-2.5,-5.61,50.0,14
2025-07-13T16:14:54.192933,218,-0.3,-5.63,50.0,2
2025-07-13T16:14:54.700953,208,1.9,-5.61,50.0,-11
2025-07-13T16:14:54.701340,209,1.9,-5.58,50.0,-11
2025-07-13T16:14:54.701559,210,1.9,-5.62,50.0,-11
2025-07-13T16:14:54.701727,211,-2.2,-5.64,50.0,12
2025-07-13T16:14:54.701879,212,-2.2,-5.75,50.0,13
2025-07-13T16:14:54.702038,213,-1.5,-5.63,50.0,9
2025-07-13T16:14:54.702187,214,-1.5,-5.56,50.0,9
2025-07-13T16:14:54.702331,215,0.3,-5.62,50.0,-2
2025-07-13T16:14:54.702469,216,-0.9,-5.76,50.0,5
2025-07-13T16:14:54.702624,217,-0.9,-5.73,50.0,5
2025-07-13T16:14:54.702801,218,-2.5,-5.61,50.0,14
2025-07-13T16:14:54.702982,219,-0.3,-5.63,50.0,2
2025-07-13T16:14:54.703123,220,2.8,-5.69,50.0,-16
2025-07-13T16:14:55.050837,220,2.5,-5.75,50.0,-14
2025-07-13T16:14:55.051077,221,-0.3,-5.69,50.0,2
2025-07-13T16:14:55.051202,222,0.9,-5.59,50.0,-5
2025-07-13T16:14:55.051276,223,-0.0,-5.71,50.0,0
2025-07-13T16:14:55.051325,224,0.9,-5.65,50.0,-5
2025-07-13T16:14:55.051368,225,-2.1,-5.6,50.0,12
2025-07-13T16:14:55.051413,226,-1.2,-5.76,50.0,7
2025-07-13T16:14:55.051463,227,1.6,-5.63,50.0,-9
2025-07-13T16:14:55.051539,228,-0.6,-5.66,50.0,3
2025-07-13T16:14:55.051590,229,2.2,-5.66,50.0,-12
2025-07-13T16:14:55.051630,230,1.6,-5.77,50.0,-9
2025-07-13T16:14:55.051672,231,-0.6,-5.6,50.0,3
2025-07-13T16:14:55.575988,221,2.5,-5.75,50.0,-14
2025-07-13T16:14:55.576208,222,-0.3,-5.69,50.0,2
2025-07-13T16:14:55.576305,223,0.9,-5.59,50.0,-5
2025-07-13T16:14:55.576372,224,-0.0,-5.71,50.0,0
2025-07-13T16:14:55.576433,225,0.9,-5.65,50.0,-5
2025-07-13T16:14:55.576491,226,-2.1,-5.6,50.0,12
2025-07-13T16:14:55.576560,227,-1.2,-5.76,50.0,7
2025-07-13T16:14:55.576623,228,1.6,-5.63,50.0,-9
2025-07-13T16:14:55.576680,229,-0.6,-5.66,50.0,3
2025-07-13T16:14:55.576736,230,2.2,-5.66,50.0,-12
2025-07-13T16:14:55.576792,231,1.6,-5.77,50.0,-9
2025-07-13T16:14:55.576849,232,-0.6,-5.6,50.0,3
2025-07-13T16:14:55.576910,233,2.8,-5.59,50.0,-16
2025-07-13T16:14:56.015804,233,3.1,-5.57,50.0,-17
2025-07-13T16:14:56.016212,234,-0.6,-5.65,50.0,3
2025-07-13T16:14:56.016432,235,0.0,-5.62,50.0,0
2025-07-13T16:14:56.016646,236,-1.2,-5.71,50.0,7
2025-07-13T16:14:56.016808,237,-0.9,-5.63,50.0,5
2025-07-13T16:14:56.016973,238,1.6,-5.68,50.0,-9
2025-07-13T16:14:56.017175,239,-3.1,-5.71,50.0,18
2025-07-13T16:14:56.017341,240,-3.1,-5.63,50.0,17
2025-07-13T16:14:56.017515,241,-1.2,-5.65,50.0,7
2025-07-13T16:14:56.017686,242,1.5,-5.61,50.0,-9
2025-07-13T16:14:56.017839,243,-2.5,-5.71,50.0,14
2025-07-13T16:14:56.018040,244,-1.9,-5.59,50.0,10
2025-07-13T16:14:56.615914,234,3.1,-5.57,50.0,-17
2025-07-13T16:14:56.616177,235,-0.6,-5.65,50.0,3
2025-07-13T16:14:56.616231,236,0.0,-5.62,50.0,0
2025-07-13T16:14:56.616263,237,-1.2,-5.71,50.0,7
2025-07-13T16:14:56.616293,238,-0.9,-5.63,50.0,5
2025-07-13T16:14:56.616319,239,1.6,-5.68,50.0,-9
2025-07-13T16:14:56.616345,240,-3.1,-5.71,50.0,18
2025-07-13T16:14:56.616376,241,-3.1,-5.63,50.0,17
2025-07-13T16:14:56.616404,242,-1.2,-5.65,50.0,7
2025-07-13T16:14:56.616436,243,1.5,-5.61,50.0,-9
2025-07-13T16:14:56.616468,244,-2.5,-5.71,50.0,14
2025-07-13T16:14:56.616498,245,-1.9,-5.59,50.0,10
2025-07-13T16:14:56.616539,246,0.3,-5.6,50.0,-2
2025-07-13T16:14:57.629000,247,0.6,-5.71,50.0,-4
2025-07-13T16:14:57.629209,248,0.6,-5.64,50.0,-3
2025-07-13T16:14:57.629272,249,0.9,-5.6,50.0,-5
2025-07-13T16:14:57.629320,250,1.9,-5.66,50.0,-10
2025-07-13T16:14:57.629372,251,-2.8,-5.72,50.0,16
2025-07-13T16:14:57.629406,252,2.2,-5.66,50.0,-13
2025-07-13T16:14:57.629444,253,1.9,-5.59,50.0,-11
2025-07-13T16:14:57.629484,254,-1.2,-5.64,50.0,7
