timestamp,time_seq,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c
2025-07-18T11:49:33.796392,34,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:33.796785,35,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.006491,35,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.068672,36,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.069068,37,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.246604,37,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.313554,38,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.393518,39,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.393908,40,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.623843,40,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.676981,41,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.677255,42,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.778678,42,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.858612,43,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:34.858829,44,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.011382,45,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.011780,46,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.078711,46,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.188497,47,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.188944,48,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.384573,49,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.384992,50,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.714692,51,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.714832,52,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.784673,52,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.864766,53,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:35.864939,54,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:36.036567,55,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:36.036763,56,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:36.361533,56,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:36.441643,56,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:36.766614,58,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:36.766996,59,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:36.971718,59,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.064597,60,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.065036,61,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.131523,61,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.226449,62,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.226880,63,160.5,250.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.306576,63,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.396905,64,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.397171,65,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.591682,65,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.646820,65,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.714755,66,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.821651,66,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.911842,67,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:37.976786,67,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.076752,68,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.171738,68,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.236557,69,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.486760,71,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.486970,72,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.487100,73,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.569610,72,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.569751,73,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.569793,74,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.569830,75,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.806567,73,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.891673,74,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:38.891822,75,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.149597,75,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.211480,75,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.283630,76,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.373704,77,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.373868,78,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.443458,78,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.568569,79,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.568974,80,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.636666,80,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.718546,81,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.718949,82,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.786682,82,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.881773,83,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.882178,84,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:39.957010,84,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.041744,85,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.041922,86,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.116882,86,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.216718,87,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.216939,88,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.276806,88,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.376809,89,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.377037,90,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.476779,90,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.596884,91,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.597127,92,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.664988,92,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.766859,93,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.767085,94,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.836970,94,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:40.912487,94,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.001845,95,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.158623,96,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.158785,97,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.243662,97,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.294077,97,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.478631,98,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.551480,99,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.551873,100,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.626504,100,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.725385,101,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.725815,102,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.798823,102,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.869730,103,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:41.870187,104,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.029430,104,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.109742,105,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.164486,105,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.241467,106,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.324515,107,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.324908,108,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.391439,108,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.491459,109,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.491859,110,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.596733,110,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.669980,110,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.726604,111,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.806861,112,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:42.807055,113,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.121762,113,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.191579,114,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.191723,115,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.246642,115,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.338718,116,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.338857,117,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.413675,117,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.521662,118,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.522095,119,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.583655,119,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.683805,120,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.684068,121,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:43.854051,121,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.038579,122,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.038781,123,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.123540,123,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.196609,124,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.196888,125,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.276661,125,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.361820,126,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.361989,127,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.436756,127,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.509735,128,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.510166,129,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.584913,129,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.677089,130,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.677334,131,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.761908,131,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.813787,132,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.814256,133,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.878518,133,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:44.989452,133,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.156365,134,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.262030,134,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.326825,135,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.407026,136,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.407442,137,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.568833,138,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.569057,139,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.631872,139,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.718645,139,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.803549,140,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.878476,140,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:45.958581,141,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.038571,142,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.038795,143,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.186680,144,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.186878,145,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.253905,145,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.351525,146,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.351928,147,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.713606,147,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.888758,148,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.888977,149,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:46.963757,149,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.078576,150,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.078791,151,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.163449,151,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.211794,152,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.211941,153,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.281733,153,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.384749,154,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.385218,155,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.464815,155,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.546619,156,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.546777,157,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.751866,158,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.752365,159,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.816794,159,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.912140,160,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.912373,161,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:47.976747,161,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.056740,161,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.126780,162,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.221739,163,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.222206,164,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.381674,165,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.381817,166,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.448572,166,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.538382,166,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.608690,167,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.698506,168,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.698971,169,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.773869,169,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.878555,170,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:48.879009,171,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.036403,172,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.036842,173,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.101405,173,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.184454,174,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.184867,175,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.251547,175,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.341419,176,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.341585,177,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.406538,177,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.496930,178,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.497082,179,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.566903,179,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.676769,180,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.676946,181,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.784654,181,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:49.864535,181,160.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.191464,182,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.491857,183,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.544673,184,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.545092,185,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.616503,185,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.726732,186,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.727219,187,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.838571,187,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.893668,188,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.894071,189,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:50.986747,189,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.078534,190,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.078731,191,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.231787,192,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.232742,193,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.318746,193,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.396845,193,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.476792,194,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.571836,195,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.572001,196,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.668651,196,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.756861,197,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.757002,198,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.821820,198,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.916930,199,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.917345,200,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:51.981809,200,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.068748,201,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.069380,202,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.133450,202,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.223659,202,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.288807,203,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.373863,203,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.468821,204,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.525294,205,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.525780,206,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.597054,206,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.676615,207,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.676821,208,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.776748,208,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.867046,209,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.867198,210,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:52.931702,210,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.016807,211,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.017261,212,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.166772,213,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.167182,214,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.316722,215,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.317273,216,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.423507,216,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.474710,217,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.474858,218,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.544668,218,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.624760,218,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.691703,219,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.768675,220,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.769211,221,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.843729,221,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.953795,222,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:53.953964,223,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:54.106767,223,220.5,230.8,180.2,4.85,4.92,4.78
2025-07-18T11:49:54.277152,225,220.5,230.8,180.2,4.85,4.92,4.78
